Total population,Total households,PCT WHITE COLLAR,PCT BLUE COLLAR,Median income,Mean income,id,Geographic Area Name
2358,958,71.2,28.7,71425,79833,1400000US48439113923,"Census Tract 1139.23, Tarrant County, Texas"
4969,1502,68.5,31.5,75559,74776,1400000US48439113924,"Census Tract 1139.24, Tarrant County, Texas"
4124,1357,54.9,45.1,72534,76954,1400000US48439113925,"Census Tract 1139.25, Tarrant County, Texas"
9658,3492,68.8,31.2,76942,84991,1400000US48439113926,"Census Tract 1139.26, Tarrant County, Texas"
8550,2985,75.7,24.3,80179,84768,1400000US48439113927,"Census Tract 1139.27, Tarrant County, Texas"
6615,2260,75.5,24.6,79089,85212,1400000US48439113928,"Census Tract 1139.28, Tarrant County, Texas"
8589,2499,76.8,23.2,99341,105704,1400000US48439113929,"Census Tract 1139.29, Tarrant County, Texas"
6741,2311,58.9,41.1,61603,72136,1400000US48439114003,"Census Tract 1140.03, Tarrant County, Texas"
6912,2616,64.4,35.7,67347,74168,1400000US48439114005,"Census Tract 1140.05, Tarrant County, Texas"
6680,2342,62.9,37.2,62442,73460,1400000US48439114006,"Census Tract 1140.06, Tarrant County, Texas"
10950,4114,67.6,32.5,74688,81496,1400000US48439114007,"Census Tract 1140.07, Tarrant County, Texas"
9339,2929,58.5,41.5,67839,69256,1400000US48439114008,"Census Tract 1140.08, Tarrant County, Texas"
7547,3552,76.8,23.3,81638,102053,1400000US48439114102,"Census Tract 1141.02, Tarrant County, Texas"
16565,5821,74.4,25.6,93092,100626,1400000US48439114103,"Census Tract 1141.03, Tarrant County, Texas"
5510,2324,69.2,30.8,87028,119860,1400000US48439114104,"Census Tract 1141.04, Tarrant County, Texas"
5366,2211,54,45.9,58711,73675,1400000US48439114203,"Census Tract 1142.03, Tarrant County, Texas"
5587,2373,67.1,32.9,57083,71841,1400000US48439114204,"Census Tract 1142.04, Tarrant County, Texas"
3265,1391,61.4,38.5,44038,57071,1400000US48439114205,"Census Tract 1142.05, Tarrant County, Texas"
4183,1610,58.3,41.7,58241,76254,1400000US48439114206,"Census Tract 1142.06, Tarrant County, Texas"
4985,1985,67.3,32.7,68792,88026,1400000US48439114207,"Census Tract 1142.07, Tarrant County, Texas"
6966,2928,68.3,31.6,58641,89374,1400000US48439121601,"Census Tract 1216.01, Tarrant County, Texas"
5337,2730,56.4,43.6,42357,58044,1400000US48439121604,"Census Tract 1216.04, Tarrant County, Texas"
2720,1268,72.4,27.7,59848,75436,1400000US48439121605,"Census Tract 1216.05, Tarrant County, Texas"
3340,1327,81.9,18.1,98942,117332,1400000US48439121606,"Census Tract 1216.06, Tarrant County, Texas"
5001,2057,71.5,28.5,75000,91784,1400000US48439121608,"Census Tract 1216.08, Tarrant County, Texas"
6041,2245,80.3,19.7,113250,130926,1400000US48439121609,"Census Tract 1216.09, Tarrant County, Texas"
2307,954,82.4,17.6,64242,70363,1400000US48439121610,"Census Tract 1216.10, Tarrant County, Texas"
4527,1683,67.6,32.5,71642,86224,1400000US48439121611,"Census Tract 1216.11, Tarrant County, Texas"
1877,1171,63.9,36.1,32813,41755,1400000US48439121702,"Census Tract 1217.02, Tarrant County, Texas"
5700,2059,32.2,67.7,31228,41067,1400000US48439121703,"Census Tract 1217.03, Tarrant County, Texas"
3869,1355,35.6,64.4,35822,38716,1400000US48439121704,"Census Tract 1217.04, Tarrant County, Texas"
5847,2010,28,71.9,31957,37508,1400000US48439121903,"Census Tract 1219.03, Tarrant County, Texas"
4266,1620,41.4,58.5,31302,43398,1400000US48439121904,"Census Tract 1219.04, Tarrant County, Texas"
5393,2621,36.8,63.2,27076,30643,1400000US48439121905,"Census Tract 1219.05, Tarrant County, Texas"
3384,1442,33.9,66,30494,40015,1400000US48439121906,"Census Tract 1219.06, Tarrant County, Texas"
3687,1140,32.6,67.4,39277,44718,1400000US48439122001,"Census Tract 1220.01, Tarrant County, Texas"
3698,1572,24.9,75.1,37157,42470,1400000US48439122002,"Census Tract 1220.02, Tarrant County, Texas"
6391,2167,46.6,53.5,38699,48661,1400000US48439122100,"Census Tract 1221, Tarrant County, Texas"
1936,835,32.5,67.5,27674,54821,1400000US48439122200,"Census Tract 1222, Tarrant County, Texas"
4242,1792,70.3,29.8,19792,28267,1400000US48439122300,"Census Tract 1223, Tarrant County, Texas"
5795,2740,55.3,44.7,25694,36912,1400000US48439122400,"Census Tract 1224, Tarrant County, Texas"
4141,1895,65,35.1,55590,65077,1400000US48439122500,"Census Tract 1225, Tarrant County, Texas"
3717,1686,75.8,24.3,48885,61939,1400000US48439122600,"Census Tract 1226, Tarrant County, Texas"
5115,2765,59,41,34650,47966,1400000US48439122700,"Census Tract 1227, Tarrant County, Texas"
3829,1530,47.2,52.8,30984,38684,1400000US48439122801,"Census Tract 1228.01, Tarrant County, Texas"
4456,1691,34.6,65.5,38852,51930,1400000US48439122802,"Census Tract 1228.02, Tarrant County, Texas"
7607,2294,34,66.1,37117,41379,1400000US48439122900,"Census Tract 1229, Tarrant County, Texas"
6444,3382,71.9,28.1,38786,85316,1400000US48439123000,"Census Tract 1230, Tarrant County, Texas"
2232,1071,46.9,53.1,19639,27060,1400000US48439123100,"Census Tract 1231, Tarrant County, Texas"
2063,698,55.8,44.4,33478,51432,1400000US48439123200,"Census Tract 1232, Tarrant County, Texas"
4968,2162,80.3,19.6,51196,103298,1400000US48439123300,"Census Tract 1233, Tarrant County, Texas"
2348,988,31.5,68.5,34464,41821,1400000US48439123400,"Census Tract 1234, Tarrant County, Texas"
2569,1298,15.5,84.6,15652,24348,1400000US48439123500,"Census Tract 1235, Tarrant County, Texas"
2831,1071,35.5,64.5,20512,35094,1400000US48439123600,"Census Tract 1236, Tarrant County, Texas"
0,0,#VALUE!,#VALUE!,-,-,1400000US48439980000,"Census Tract 9800, Tarrant County, Texas"
6224,2175,72.3,27.6,31116,54992,1400000US48441010100,"Census Tract 101, Taylor County, Texas"
3228,771,54.3,45.7,27553,34949,1400000US48441010200,"Census Tract 102, Taylor County, Texas"
1575,749,52.9,47.1,25288,34026,1400000US48441010300,"Census Tract 103, Taylor County, Texas"
2291,886,23.5,76.5,23011,29190,1400000US48441010400,"Census Tract 104, Taylor County, Texas"
3145,1346,48.6,51.5,39195,56698,1400000US48441010500,"Census Tract 105, Taylor County, Texas"
3734,1545,65.1,34.9,45897,48171,1400000US48441010600,"Census Tract 106, Taylor County, Texas"
3568,1385,37.1,62.9,31568,36921,1400000US48441010700,"Census Tract 107, Taylor County, Texas"
1849,881,38.1,61.9,25938,33741,1400000US48441010800,"Census Tract 108, Taylor County, Texas"
6005,3082,61.4,38.5,26114,37191,1400000US48441010900,"Census Tract 109, Taylor County, Texas"
1604,671,64.7,35.2,37409,48774,1400000US48441011000,"Census Tract 110, Taylor County, Texas"
2202,1248,39.6,60.5,33476,48790,1400000US48441011200,"Census Tract 112, Taylor County, Texas"
3595,1720,48.4,51.5,39144,44544,1400000US48441011300,"Census Tract 113, Taylor County, Texas"
4071,2141,61.3,38.7,37229,44491,1400000US48441011400,"Census Tract 114, Taylor County, Texas"
2992,1355,46.3,53.8,40069,53176,1400000US48441011500,"Census Tract 115, Taylor County, Texas"
3043,1302,72.2,27.8,45054,56857,1400000US48441011600,"Census Tract 116, Taylor County, Texas"
2552,1094,41,59,25218,31100,1400000US48441011700,"Census Tract 117, Taylor County, Texas"
2313,1040,35.4,64.5,27351,34337,1400000US48441011900,"Census Tract 119, Taylor County, Texas"
2430,889,79.4,20.6,94276,109088,1400000US48441012000,"Census Tract 120, Taylor County, Texas"
1156,0,0,100,-,-,1400000US48441012100,"Census Tract 121, Taylor County, Texas"
2666,991,36.9,63,25074,34602,1400000US48441012200,"Census Tract 122, Taylor County, Texas"
4052,1704,62.8,37.2,35468,39065,1400000US48441012300,"Census Tract 123, Taylor County, Texas"
2254,1106,56.1,43.9,43136,50876,1400000US48441012400,"Census Tract 124, Taylor County, Texas"
3115,1423,67.9,32.1,43363,53269,1400000US48441012500,"Census Tract 125, Taylor County, Texas"
2992,1367,89.5,10.4,78298,109496,1400000US48441012600,"Census Tract 126, Taylor County, Texas"
7435,3230,76.3,23.7,76042,84274,1400000US48441012700,"Census Tract 127, Taylor County, Texas"
3217,1812,55.5,44.6,37400,43328,1400000US48441012801,"Census Tract 128.01, Taylor County, Texas"
4282,2057,58.4,41.6,35918,40298,1400000US48441012802,"Census Tract 128.02, Taylor County, Texas"
1443,506,79.5,20.6,50353,57814,1400000US48441012900,"Census Tract 129, Taylor County, Texas"
964,0,#VALUE!,#VALUE!,-,-,1400000US48441013000,"Census Tract 130, Taylor County, Texas"
6243,2581,37.2,62.8,31160,38153,1400000US48441013100,"Census Tract 131, Taylor County, Texas"
1774,779,56.2,43.8,46055,54907,1400000US48441013200,"Census Tract 132, Taylor County, Texas"
2181,1038,60.1,39.9,53266,59716,1400000US48441013300,"Census Tract 133, Taylor County, Texas"
3635,1696,49.6,50.4,34698,43681,1400000US48441013401,"Census Tract 134.01, Taylor County, Texas"
6686,2543,72.4,27.6,82985,99936,1400000US48441013402,"Census Tract 134.02, Taylor County, Texas"
6571,2600,71.6,28.5,72813,92614,1400000US48441013404,"Census Tract 134.04, Taylor County, Texas"
6972,3081,62.8,37.2,61467,82020,1400000US48441013500,"Census Tract 135, Taylor County, Texas"
5418,2477,56.6,43.5,46223,52942,1400000US48441013600,"Census Tract 136, Taylor County, Texas"
0,0,#VALUE!,#VALUE!,-,-,1400000US48441980000,"Census Tract 9800, Taylor County, Texas"
850,928,57.2,42.7,35403,39699,1400000US48443950100,"Census Tract 9501, Terrell County, Texas"
2797,994,49.2,50.8,49200,62402,1400000US48445950100,"Census Tract 9501, Terry County, Texas"
2569,836,42.4,57.6,19537,26330,1400000US48445950300,"Census Tract 9503, Terry County, Texas"
7132,3056,55.2,44.9,41507,71763,1400000US48445950400,"Census Tract 9504, Terry County, Texas"
1814,1181,44.5,55.6,36339,45436,1400000US48447950300,"Census Tract 9503, Throckmorton County, Texas"
2192,1073,49.9,50,39934,50187,1400000US48449950100,"Census Tract 9501, Titus County, Texas"
2722,1104,51.3,48.7,52000,66026,1400000US48449950200,"Census Tract 9502, Titus County, Texas"
8025,3046,47.5,52.4,51848,63896,1400000US48449950300,"Census Tract 9503, Titus County, Texas"
5071,1952,52,48,38075,55285,1400000US48449950400,"Census Tract 9504, Titus County, Texas"
2749,842,32.8,67.1,36223,41540,1400000US48449950500,"Census Tract 9505, Titus County, Texas"
3946,1496,36.9,63.1,30116,33876,1400000US48449950600,"Census Tract 9506, Titus County, Texas"
1703,569,30.2,69.9,26294,35775,1400000US48449950700,"Census Tract 9507, Titus County, Texas"
4587,1750,37.1,62.9,37618,43756,1400000US48449950800,"Census Tract 9508, Titus County, Texas"
2315,1055,54,46,41625,48953,1400000US48451000100,"Census Tract 1, Tom Green County, Texas"
4293,1738,43.2,56.9,36162,40038,1400000US48451000200,"Census Tract 2, Tom Green County, Texas"
4992,1960,61.2,38.8,43651,50238,1400000US48451000300,"Census Tract 3, Tom Green County, Texas"
6460,2464,36.8,63.1,28663,36130,1400000US48451000400,"Census Tract 4, Tom Green County, Texas"
4122,1812,31.5,68.5,26925,31477,1400000US48451000700,"Census Tract 7, Tom Green County, Texas"
4333,1630,59.3,40.7,53750,65353,1400000US48451000801,"Census Tract 8.01, Tom Green County, Texas"
3908,1590,49.9,50.1,33932,39331,1400000US48451000802,"Census Tract 8.02, Tom Green County, Texas"
3235,1531,29.8,70.2,25429,35222,1400000US48451000900,"Census Tract 9, Tom Green County, Texas"
4814,2597,71.2,28.8,53409,70054,1400000US48451001000,"Census Tract 10, Tom Green County, Texas"
4930,2070,58.4,41.6,48429,61139,1400000US48451001101,"Census Tract 11.01, Tom Green County, Texas"
4476,2055,53.1,46.9,35438,48026,1400000US48451001102,"Census Tract 11.02, Tom Green County, Texas"
7057,2841,42.9,57.1,30086,39400,1400000US48451001200,"Census Tract 12, Tom Green County, Texas"
6362,2532,56.7,43.4,40013,58476,1400000US48451001301,"Census Tract 13.01, Tom Green County, Texas"
4121,2059,64.8,35.2,50193,57437,1400000US48451001303,"Census Tract 13.03, Tom Green County, Texas"
2812,1542,66.7,33.3,39725,55419,1400000US48451001304,"Census Tract 13.04, Tom Green County, Texas"
4424,2312,61.4,38.7,28214,35135,1400000US48451001400,"Census Tract 14, Tom Green County, Texas"
3146,488,33,67,23258,25574,1400000US48451001500,"Census Tract 15, Tom Green County, Texas"
4727,1872,61.4,38.7,56250,71007,1400000US48451001600,"Census Tract 16, Tom Green County, Texas"
2886,1209,52.5,47.4,51406,64411,1400000US48451001702,"Census Tract 17.02, Tom Green County, Texas"
7621,3182,52.5,47.6,50409,67061,1400000US48451001704,"Census Tract 17.04, Tom Green County, Texas"
3843,1676,69.3,30.7,65115,70432,1400000US48451001706,"Census Tract 17.06, Tom Green County, Texas"
4980,2314,72.3,27.7,66111,72947,1400000US48451001707,"Census Tract 17.07, Tom Green County, Texas"
5742,2564,74.4,25.6,82335,113759,1400000US48451001708,"Census Tract 17.08, Tom Green County, Texas"
2401,934,37.9,62,18482,29994,1400000US48451001800,"Census Tract 18, Tom Green County, Texas"
0,0,#VALUE!,#VALUE!,-,-,1400000US48451980000,"Census Tract 9800, Tom Green County, Texas"
3904,1840,85.8,14.1,71944,84188,1400000US48453000101,"Census Tract 1.01, Travis County, Texas"
2486,1145,93.2,6.8,142188,239094,1400000US48453000102,"Census Tract 1.02, Travis County, Texas"
1982,747,66.5,33.5,35208,42921,1400000US48453000203,"Census Tract 2.03, Travis County, Texas"
2773,1701,89.3,10.7,53472,78635,1400000US48453000204,"Census Tract 2.04, Travis County, Texas"
3251,2090,71.2,28.8,37989,49279,1400000US48453000205,"Census Tract 2.05, Travis County, Texas"
2894,1668,84.5,15.5,59408,80269,1400000US48453000206,"Census Tract 2.06, Travis County, Texas"
5208,3112,82.6,17.4,32406,51708,1400000US48453000302,"Census Tract 3.02, Travis County, Texas"
2833,1619,77,23,36393,53190,1400000US48453000304,"Census Tract 3.04, Travis County, Texas"
3620,1971,80.3,19.6,47105,61815,1400000US48453000305,"Census Tract 3.05, Travis County, Texas"
1230,645,55.3,44.8,40288,66923,1400000US48453000306,"Census Tract 3.06, Travis County, Texas"
1566,900,73.6,26.5,59087,75912,1400000US48453000307,"Census Tract 3.07, Travis County, Texas"
3106,1884,82.4,17.6,35573,60099,1400000US48453000401,"Census Tract 4.01, Travis County, Texas"
2458,1407,67.5,32.5,34109,41194,1400000US48453000402,"Census Tract 4.02, Travis County, Texas"
4455,2756,75,25,25780,46460,1400000US48453000500,"Census Tract 5, Travis County, Texas"
9211,779,75.9,24.1,8321,12821,1400000US48453000601,"Census Tract 6.01, Travis County, Texas"
6173,2540,72.8,27.2,6737,16664,1400000US48453000603,"Census Tract 6.03, Travis County, Texas"
3682,1910,69.9,30.1,7594,18608,1400000US48453000604,"Census Tract 6.04, Travis County, Texas"
1102,924,77.1,22.9,37708,116109,1400000US48453000700,"Census Tract 7, Travis County, Texas"
1326,586,45.3,54.8,36034,43482,1400000US48453000801,"Census Tract 8.01, Travis County, Texas"
3038,1274,48.1,51.9,20391,38291,1400000US48453000802,"Census Tract 8.02, Travis County, Texas"
2103,1124,70.8,29.1,44698,48095,1400000US48453000803,"Census Tract 8.03, Travis County, Texas"
2697,1030,45.2,54.9,30813,51856,1400000US48453000804,"Census Tract 8.04, Travis County, Texas"
1666,787,71.6,28.4,37552,57772,1400000US48453000901,"Census Tract 9.01, Travis County, Texas"
5280,1870,45.3,54.7,31662,41335,1400000US48453000902,"Census Tract 9.02, Travis County, Texas"
4020,1661,57.4,42.7,30313,47002,1400000US48453001000,"Census Tract 10, Travis County, Texas"
3377,2518,79.9,20,74359,136860,1400000US48453001100,"Census Tract 11, Travis County, Texas"
3520,2429,90.1,9.8,48357,84301,1400000US48453001200,"Census Tract 12, Travis County, Texas"
2379,1525,81.8,18.2,74833,89658,1400000US48453001303,"Census Tract 13.03, Travis County, Texas"
3680,2056,76.1,23.8,59615,73473,1400000US48453001304,"Census Tract 13.04, Travis County, Texas"
4996,2952,81,18.9,41504,67114,1400000US48453001305,"Census Tract 13.05, Travis County, Texas"
3768,1885,57.9,42.1,34875,45567,1400000US48453001307,"Census Tract 13.07, Travis County, Texas"
2676,1438,64.7,35.3,41432,52553,1400000US48453001308,"Census Tract 13.08, Travis County, Texas"
2788,1771,74.8,25.1,67629,86178,1400000US48453001401,"Census Tract 14.01, Travis County, Texas"
2693,1502,68,32,52868,75885,1400000US48453001402,"Census Tract 14.02, Travis County, Texas"
1360,824,53.7,46.4,37799,50072,1400000US48453001403,"Census Tract 14.03, Travis County, Texas"
4983,2314,82.6,17.5,73523,83703,1400000US48453001501,"Census Tract 15.01, Travis County, Texas"
3996,1936,56.1,43.9,37594,59552,1400000US48453001503,"Census Tract 15.03, Travis County, Texas"
4263,2090,76.9,23.1,58964,67904,1400000US48453001504,"Census Tract 15.04, Travis County, Texas"
4236,2248,78.2,21.8,46855,65250,1400000US48453001505,"Census Tract 15.05, Travis County, Texas"
3180,1882,86.7,13.3,49038,89522,1400000US48453001602,"Census Tract 16.02, Travis County, Texas"
4455,1912,92.8,7.1,116007,176443,1400000US48453001603,"Census Tract 16.03, Travis County, Texas"
4050,1865,94.1,5.8,125000,175594,1400000US48453001604,"Census Tract 16.04, Travis County, Texas"
3777,2252,90.8,9.1,57644,112719,1400000US48453001605,"Census Tract 16.05, Travis County, Texas"
2020,0,41,59,-,-,1400000US48453001606,"Census Tract 16.06, Travis County, Texas"
4618,2225,91.9,8.1,106369,131286,1400000US48453001705,"Census Tract 17.05, Travis County, Texas"
3595,1876,85.4,14.6,70819,102485,1400000US48453001706,"Census Tract 17.06, Travis County, Texas"
4756,2490,79.7,20.4,65766,85083,1400000US48453001707,"Census Tract 17.07, Travis County, Texas"
3670,2023,72,28,37188,54171,1400000US48453001712,"Census Tract 17.12, Travis County, Texas"
3750,1692,65.3,34.7,41719,58342,1400000US48453001713,"Census Tract 17.13, Travis County, Texas"
11063,4864,88.5,11.4,90395,121288,1400000US48453001714,"Census Tract 17.14, Travis County, Texas"
4694,2272,91.3,8.7,121507,152565,1400000US48453001716,"Census Tract 17.16, Travis County, Texas"
5392,3042,87.2,12.8,68219,93200,1400000US48453001718,"Census Tract 17.18, Travis County, Texas"
3608,1635,94.4,5.5,145435,180930,1400000US48453001719,"Census Tract 17.19, Travis County, Texas"
4032,2789,81.6,18.4,41638,59503,1400000US48453001722,"Census Tract 17.22, Travis County, Texas"
6517,3009,70.3,29.7,63952,69006,1400000US48453001728,"Census Tract 17.28, Travis County, Texas"
4456,2201,73.7,26.2,56642,71050,1400000US48453001729,"Census Tract 17.29, Travis County, Texas"
3064,1184,77,23,108824,126351,1400000US48453001733,"Census Tract 17.33, Travis County, Texas"
9974,3821,90.1,9.9,105962,113772,1400000US48453001737,"Census Tract 17.37, Travis County, Texas"
6820,2688,86.2,13.9,94225,102275,1400000US48453001738,"Census Tract 17.38, Travis County, Texas"
3964,1654,86.4,13.5,76801,88143,1400000US48453001740,"Census Tract 17.40, Travis County, Texas"
3609,1709,78.7,21.5,64821,97256,1400000US48453001741,"Census Tract 17.41, Travis County, Texas"
4436,1919,64.3,35.7,78171,104727,1400000US48453001742,"Census Tract 17.42, Travis County, Texas"
2413,1068,81.7,18.3,73438,77230,1400000US48453001745,"Census Tract 17.45, Travis County, Texas"
3806,1690,71.1,28.9,64707,72396,1400000US48453001746,"Census Tract 17.46, Travis County, Texas"
5319,2092,66.8,33.2,53938,72752,1400000US48453001747,"Census Tract 17.47, Travis County, Texas"
4686,1966,74,25.9,67128,83847,1400000US48453001748,"Census Tract 17.48, Travis County, Texas"
5727,3138,84.4,15.6,52482,66665,1400000US48453001749,"Census Tract 17.49, Travis County, Texas"
5083,2692,68.1,31.9,54201,66404,1400000US48453001750,"Census Tract 17.50, Travis County, Texas"
1989,981,96,4.1,106847,152388,1400000US48453001751,"Census Tract 17.51, Travis County, Texas"
3835,2536,75.8,24.1,33556,40511,1400000US48453001752,"Census Tract 17.52, Travis County, Texas"
1101,824,92.6,7.4,54850,61279,1400000US48453001753,"Census Tract 17.53, Travis County, Texas"
5331,2414,79.5,20.5,52530,66205,1400000US48453001754,"Census Tract 17.54, Travis County, Texas"
5765,1979,92.2,7.8,142031,165758,1400000US48453001755,"Census Tract 17.55, Travis County, Texas"
3956,1759,89,11,77375,86575,1400000US48453001756,"Census Tract 17.56, Travis County, Texas"
1796,862,93,7.1,119980,113940,1400000US48453001757,"Census Tract 17.57, Travis County, Texas"
12035,4622,91.3,8.7,122470,144319,1400000US48453001760,"Census Tract 17.60, Travis County, Texas"
7026,3024,89.9,10.1,121614,167392,1400000US48453001761,"Census Tract 17.61, Travis County, Texas"
5379,2766,77.7,22.2,101739,119218,1400000US48453001764,"Census Tract 17.64, Travis County, Texas"
15929,6463,82.9,17.1,87734,114652,1400000US48453001765,"Census Tract 17.65, Travis County, Texas"
7247,2959,60,40.1,53711,73008,1400000US48453001766,"Census Tract 17.66, Travis County, Texas"
5200,2186,78.1,21.9,92401,106741,1400000US48453001768,"Census Tract 17.68, Travis County, Texas"
5489,2293,72,28,75709,82339,1400000US48453001769,"Census Tract 17.69, Travis County, Texas"
10932,3574,91.3,8.7,132627,145759,1400000US48453001770,"Census Tract 17.70, Travis County, Texas"
3841,2016,89.1,10.9,104083,137927,1400000US48453001771,"Census Tract 17.71, Travis County, Texas"
2479,892,59.4,40.7,68967,76803,1400000US48453001772,"Census Tract 17.72, Travis County, Texas"
5025,2209,88.3,11.8,109191,142471,1400000US48453001773,"Census Tract 17.73, Travis County, Texas"
7911,2895,86.6,13.4,93612,106917,1400000US48453001774,"Census Tract 17.74, Travis County, Texas"
4087,1354,78.8,21.2,114318,133404,1400000US48453001775,"Census Tract 17.75, Travis County, Texas"
2459,1170,86.7,13.4,73485,68887,1400000US48453001776,"Census Tract 17.76, Travis County, Texas"
5403,2463,66.6,33.3,63713,69146,1400000US48453001777,"Census Tract 17.77, Travis County, Texas"
3668,1728,79.3,20.7,78716,108433,1400000US48453001778,"Census Tract 17.78, Travis County, Texas"
5615,2803,73.1,26.9,71758,85044,1400000US48453001779,"Census Tract 17.79, Travis County, Texas"
3802,2214,68.5,31.5,59911,91988,1400000US48453001780,"Census Tract 17.80, Travis County, Texas"
2265,1042,79.5,20.5,79709,104765,1400000US48453001781,"Census Tract 17.81, Travis County, Texas"
5015,1753,90.9,9.1,111506,134376,1400000US48453001782,"Census Tract 17.82, Travis County, Texas"
5404,2094,81.8,18.2,106141,141338,1400000US48453001783,"Census Tract 17.83, Travis County, Texas"
4786,1533,96.1,3.8,126435,165708,1400000US48453001784,"Census Tract 17.84, Travis County, Texas"
4023,2377,80.5,19.6,52099,60530,1400000US48453001785,"Census Tract 17.85, Travis County, Texas"
4889,2841,85.9,14.1,53580,61547,1400000US48453001786,"Census Tract 17.86, Travis County, Texas"
5995,2794,44.8,55.2,32145,43105,1400000US48453001804,"Census Tract 18.04, Travis County, Texas"
4878,1887,28,72,35485,40151,1400000US48453001805,"Census Tract 18.05, Travis County, Texas"
5725,2856,35.8,64.2,22934,31476,1400000US48453001806,"Census Tract 18.06, Travis County, Texas"
3103,1348,34.4,65.6,31840,49186,1400000US48453001811,"Census Tract 18.11, Travis County, Texas"
7484,3178,26.1,73.9,25850,31443,1400000US48453001812,"Census Tract 18.12, Travis County, Texas"
6154,2327,34.7,65.4,31582,46727,1400000US48453001813,"Census Tract 18.13, Travis County, Texas"
3418,2302,72.9,27.1,41070,53508,1400000US48453001817,"Census Tract 18.17, Travis County, Texas"
5831,2295,40.6,59.4,44128,58977,1400000US48453001818,"Census Tract 18.18, Travis County, Texas"
4403,1483,35.9,64.1,34486,48570,1400000US48453001819,"Census Tract 18.19, Travis County, Texas"
7266,3284,29.1,70.9,29670,37066,1400000US48453001820,"Census Tract 18.20, Travis County, Texas"
5273,1950,36.1,63.9,42683,51711,1400000US48453001821,"Census Tract 18.21, Travis County, Texas"
6422,2567,26.4,73.6,32386,41225,1400000US48453001822,"Census Tract 18.22, Travis County, Texas"
5958,2286,30.6,69.4,29966,32546,1400000US48453001823,"Census Tract 18.23, Travis County, Texas"
1887,847,59.3,40.7,57652,75908,1400000US48453001824,"Census Tract 18.24, Travis County, Texas"
2006,1136,75.3,24.7,54063,64394,1400000US48453001826,"Census Tract 18.26, Travis County, Texas"
3602,1692,79.7,20.3,87475,91886,1400000US48453001828,"Census Tract 18.28, Travis County, Texas"
2416,1538,69.7,30.4,49700,53792,1400000US48453001829,"Census Tract 18.29, Travis County, Texas"
2698,1245,49.4,50.6,43469,49707,1400000US48453001832,"Census Tract 18.32, Travis County, Texas"
7618,2603,39.1,60.9,42333,51605,1400000US48453001833,"Census Tract 18.33, Travis County, Texas"
7365,3762,69.3,30.7,53624,61735,1400000US48453001834,"Census Tract 18.34, Travis County, Texas"
4886,1915,63.8,36.2,49109,59425,1400000US48453001835,"Census Tract 18.35, Travis County, Texas"
6113,2914,72.6,27.4,57134,65347,1400000US48453001839,"Census Tract 18.39, Travis County, Texas"
7686,2783,50.8,49.2,42468,57637,1400000US48453001840,"Census Tract 18.40, Travis County, Texas"
16295,5182,65.7,34.3,64400,76395,1400000US48453001841,"Census Tract 18.41, Travis County, Texas"
6218,2168,62.2,37.8,58864,66143,1400000US48453001842,"Census Tract 18.42, Travis County, Texas"
2454,953,66.2,33.8,73090,75116,1400000US48453001843,"Census Tract 18.43, Travis County, Texas"
3593,1686,66.6,33.4,50065,56760,1400000US48453001844,"Census Tract 18.44, Travis County, Texas"
3264,1496,78.3,21.8,63179,75996,1400000US48453001845,"Census Tract 18.45, Travis County, Texas"
2374,984,84.9,15.1,103320,106514,1400000US48453001846,"Census Tract 18.46, Travis County, Texas"
6894,3093,76.9,23.2,65445,82015,1400000US48453001847,"Census Tract 18.47, Travis County, Texas"
4601,2056,75.7,24.3,53712,68162,1400000US48453001848,"Census Tract 18.48, Travis County, Texas"
5258,3430,79.5,20.4,51164,60219,1400000US48453001849,"Census Tract 18.49, Travis County, Texas"
4255,2198,66.4,33.6,41431,52524,1400000US48453001850,"Census Tract 18.50, Travis County, Texas"
8856,4232,75.3,24.7,52639,62261,1400000US48453001851,"Census Tract 18.51, Travis County, Texas"
3198,1379,88.4,11.6,79523,91582,1400000US48453001853,"Census Tract 18.53, Travis County, Texas"
4363,1500,55.2,44.8,47879,65920,1400000US48453001854,"Census Tract 18.54, Travis County, Texas"
11647,3883,78,22,78776,87417,1400000US48453001855,"Census Tract 18.55, Travis County, Texas"
4650,1726,73.9,26.2,77267,86900,1400000US48453001856,"Census Tract 18.56, Travis County, Texas"
5032,1958,77.6,22.5,77036,82586,1400000US48453001857,"Census Tract 18.57, Travis County, Texas"
12960,4310,79.3,20.7,97728,102210,1400000US48453001858,"Census Tract 18.58, Travis County, Texas"
1124,390,66.9,33.1,89605,137154,1400000US48453001859,"Census Tract 18.59, Travis County, Texas"
3667,1630,66.5,33.5,44240,48658,1400000US48453001860,"Census Tract 18.60, Travis County, Texas"
4737,1539,69.8,30.1,73986,78125,1400000US48453001861,"Census Tract 18.61, Travis County, Texas"
4909,1877,70,30,74766,82978,1400000US48453001862,"Census Tract 18.62, Travis County, Texas"
3275,2180,63.2,36.9,29264,31428,1400000US48453001863,"Census Tract 18.63, Travis County, Texas"
2742,1821,76.8,23.2,42859,49625,1400000US48453001864,"Census Tract 18.64, Travis County, Texas"
5341,3102,79.4,20.6,57476,80545,1400000US48453001901,"Census Tract 19.01, Travis County, Texas"
7375,3384,75.2,24.8,79750,156051,1400000US48453001908,"Census Tract 19.08, Travis County, Texas"
4067,1896,92.1,7.9,99091,168405,1400000US48453001910,"Census Tract 19.10, Travis County, Texas"
